DAMAGE,ZIPCODE,ROOFCONSTR,EAVES,VENTSCREEN,EXTERIORSI,WINDOWPANE,DECKPORCHO,DECKPORCHE,PATIOCOVER,FENCEATTAC,YEARBUILT,VSD,LATITUDE,LONGITUDE,Distance,EMBER,FLAME
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Single Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,1979,,39.81795245,-121.5946736,18.96754013,,1.895056
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.81803,-121.5977983,20.259981,1,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,1979,,39.81772592,-121.6078294,29.09679877,,
Destroyed (>50%),,Asphalt,Unenclosed,Unknown,Combustible,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,1979,,39.81894805,-121.6036469,21.80116117,,
No Damage,,,,,,,,,,,1979,,39.81884554,-121.5950621,21.50720241,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Unknown,Wood,Wood,No Patio Cover/Carport,Non Combustible,1979,,39.81964384,-121.5966022,34.29512088,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,1979,,39.82004899,-121.5958115,14.53032043,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.82004712,-121.5956418,14.53032043,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.81885528,-121.5969672,18.05389171,3,
No Damage,,,,,,,,,,,1979,,39.81987192,-121.602262,8.593667864,,
No Damage,,,,,,,,,,,1979,,39.81990817,-121.6023507,8.593667864,,
No Damage,,,,,,,,,,,1979,,39.81964504,-121.6016862,24.19132181,1,
No Damage,,,,,,,,,,,1979,,39.82008734,-121.6021951,3.77438989,,
No Damage,,,,,,,,,,,1979,,39.82009614,-121.6021525,3.77438989,,
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.81823749,-121.5959816,13.91992152,,
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.81833922,-121.5958865,13.91992152,,0.530361
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,Combustible,Combustible,1979,,39.81968398,-121.5940524,19.88507383,,
No Damage,,,,,,,,,,,1979,,39.82154482,-121.6016084,24.06362725,,
Destroyed (>50%),,Metal,Unknown,Unknown,Combustible,Single Pane,Wood,Wood,Combustible,No Fence,1979,,39.81542953,-121.5926048,15.64960597,,0.924869
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.82041971,-121.5931953,19.36431181,4,0.701999
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.82028267,-121.5930554,19.36431181,1,3.808908
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1979,,39.82113665,-121.5968275,30.02760832,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1979,,39.82112766,-121.5961842,29.84488008,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1979,,39.82101776,-121.5965024,29.84488008,1,
No Damage,,,,,,,,,,,1979,,39.82114918,-121.6003282,20.75381815,,
Destroyed (>50%),,Metal,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Combustible,Non Combustible,1979,,39.82327889,-121.6007679,25.23026659,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1979,,39.82109938,-121.5994141,26.22700456,,
Destroyed (>50%),,Metal,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1979,,39.82075419,-121.5989528,16.71429449,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.82066868,-121.5991135,16.71429449,1,
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,1979,,39.82307094,-121.6016524,12.09036463,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,1979,,39.82317192,-121.6017053,12.09036463,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.82117702,-121.5821576,43.58548064,,33.633278
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.82156838,-121.5821166,43.58548064,3,6.638525
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,,39.82226137,-121.6055693,26.30917688,,
No Damage,,,,,,,,,,,1979,,39.82187647,-121.6053069,27.43185356,,
No Damage,,,,,,,,,,,1979,,39.82235262,-121.59626,29.75617445,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1979,,39.82373987,-121.602198,21.33768851,,
No Damage,,,,,,,,,,,1979,,39.823142,-121.605196,21.67424948,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1979,,39.8203549,-121.5976421,35.11424409,2,
No Damage,,,,,,,,,,,1979,,39.8233288,-121.6053327,22.97961256,,
No Damage,,,,,,,,,,,1979,,39.82394801,-121.6049275,25.063221,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1979,,39.8209361,-121.5971217,21.5336182,,
Destroyed (>50%),,Metal,Unknown,"Mesh Screen <= 1/8""",Combustible,Single Pane,Wood,Wood,Non Combustible,Combustible,1979,,39.82293405,-121.5969541,20.81588662,,
No Damage,,,,,,,,,,,1979,,39.82440233,-121.6040498,31.77913248,,
Destroyed (>50%),,Asphalt,Unenclosed,Unscreened,Combustible,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,1979,,39.82003381,-121.6079983,19.20353618,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1979,,39.823993,-121.5969297,8.117481868,2,
Destroyed (>50%),,Metal,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.82394293,-121.5968605,8.117481868,1,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.75171735,-121.5925523,32.3753895,,10.71304
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.75200853,-121.5926215,32.86330938,,1.330323
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,,39.82468918,-121.603318,22.66328674,,
No Damage,,,,,,,,,,,1979,,39.82201469,-121.5980665,10.84956358,,
No Damage,,,,,,,,,,,1979,,39.8220759,-121.5981653,10.84956358,,
No Damage,,,,,,,,,,,1979,,39.82117806,-121.6080009,28.76291374,,
No Damage,,,,,,,,,,,1979,,39.8252189,-121.5975256,22.65334672,2,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1979,,39.82264019,-121.5985619,24.2149367,1,
No Damage,,,,,,,,,,,1979,,39.82595501,-121.6017812,28.94727727,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.82582893,-121.5974358,22.13549742,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1979,,39.82225963,-121.6074739,28.4057293,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1979,,39.82542374,-121.6001373,8.41497286,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.8254667,-121.6000563,8.41497286,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Single Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,1979,,39.82294214,-121.5974455,23.63438217,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1979,,39.82348656,-121.5991403,28.04085199,1,
Destroyed (>50%),,Asphalt,Unenclosed,Unscreened,Combustible,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,1979,,39.82222891,-121.606667,10.8713665,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.82216024,-121.6065764,10.8713665,,
No Damage,,,,,,,,,,,1979,,39.82676722,-121.6000273,26.23746988,,
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.82739053,-121.5823982,151.6869521,8,32.200985
No Damage,,,,,,,,,,,1979,,39.82598375,-121.603698,30.84378485,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Wood,Wood,Combustible,No Fence,1979,,39.74462857,-121.5919423,29.94051722,,1.53979
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,1979,,39.82380489,-121.5962349,23.31818241,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.74159167,-121.592294,38.38116358,1,2.765117
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,1979,,39.82420726,-121.5955804,31.58359106,1,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.76341697,-121.5923418,25.07499762,1,7.16178
No Damage,,,,,,,,,,,1979,,39.82853231,-121.6118512,11.71580377,,
No Damage,,,,,,,,,,,1979,,39.82856509,-121.6126799,29.77786445,,
Destroyed (>50%),,Metal,No Eaves,No Vents,Ignition Resistant,Unknown,Wood,Wood,Non Combustible,No Fence,1979,,39.82667314,-121.5966714,23.65202044,1,
Destroyed (>50%),,Asphalt,No Eaves,Unknown,Ignition Resistant,Single Pane,Wood,Wood,Non Combustible,Non Combustible,1979,,39.8264684,-121.5965949,23.65202044,,
No Damage,,,,,,,,,,,1979,,39.82712593,-121.6010201,20.86165658,,
No Damage,,,,,,,,,,,1979,,39.74620902,-121.5918127,27.76942768,,9.30465
No Damage,,,,,,,,,,,1979,,39.8392782,-121.5759898,89.81296502,4,
No Damage,,,,,,,,,,,1979,,39.84331159,-121.586361,37.63030464,,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.76509336,-121.5902174,28.6588817,1,10.213904
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1979,,39.84468185,-121.5857219,10.10548603,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.84477214,-121.585737,10.10548603,,
Destroyed (>50%),,Metal,No Eaves,No Vents,Combustible,Multi Pane,Unknown,Wood,Unknown,No Fence,1979,,39.75767936,-121.5905902,42.72744091,,
Destroyed (>50%),,Metal,No Eaves,No Vents,Combustible,Multi Pane,No Deck/Porch,Wood,Non Combustible,No Fence,1979,,39.78019921,-121.5900796,18.79098972,1,1.736647
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.76614375,-121.5879371,24.99562974,5,10.40491
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.76594356,-121.5880707,24.99562974,2,2.12673
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Unknown,No Deck/Porch,Wood,Unknown,No Fence,1979,,39.77481236,-121.5874446,18.30404238,2,2.046729
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.77477242,-121.5872373,18.30404238,7,2.071105
Destroyed (>50%),,Metal,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,1979,,39.78245394,-121.5864615,17.50145295,2,1.836132
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,1979,,39.79790594,-121.5823886,27.46150673,3,0.810321
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.75978507,-121.5846169,48.74672461,2,
No Damage,,,,,,,,,,,1979,,39.79819615,-121.5820044,28.60807305,5,2.684935
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.78736876,-121.5826764,20.71894485,1,1.415056
Destroyed (>50%),,Asphalt,Unenclosed,Unscreened,Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.78695981,-121.5828164,26.64844686,4,1.032484
Destroyed (>50%),,Metal,Unenclosed,Unscreened,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.7871832,-121.5827025,20.71894485,1,1.415056
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Unknown,No Fence,1979,,39.75715716,-121.5836136,15.26193466,,
Destroyed (>50%),,Asphalt,Unknown,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.75707302,-121.5837545,15.26193466,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,1979,,39.79299646,-121.58242,12.63102063,2,2.212084
Destroyed (>50%),,Asphalt,Unenclosed,No Vents,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.79311007,-121.5824116,12.63102063,4,7.994952
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,,39.79792707,-121.5816416,32.34814815,4,1.813484
No Damage,,,,,,,,,,,1979,,39.79299472,-121.5817806,22.7363595,1,0.842406
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1979,,39.79762625,-121.5816663,19.38770266,5,1.256945
Destroyed (>50%),,Asphalt,Enclosed,Unscreened,Combustible,Unknown,No Deck/Porch,Wood,Combustible,No Fence,1979,,39.79769692,-121.5818734,19.38770266,4,1.813484
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1979,,39.79298016,-121.5815157,20.50727198,1,6.612266
Destroyed (>50%),,Asphalt,Unenclosed,No Vents,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.79317622,-121.5815135,21.76476889,4,6.226366
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,,39.79742053,-121.5816637,19.8010613,5,1.256945
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Composite,No Deck/Porch,Combustible,Combustible,1979,,39.79753854,-121.5809274,30.02147464,1,7.376881
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,,39.79301596,-121.5807763,19.82791262,4,5.5035
No Damage,,,,,,,,,,,1979,,39.79740365,-121.5806236,30.02147464,1,7.376881
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Wood,Wood,Combustible,No Fence,1979,,39.75885502,-121.5804516,25.72929653,2,
Destroyed (>50%),,Metal,No Eaves,No Vents,Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Non Combustible,No Fence,1979,,39.76787016,-121.5800165,19.73619169,,2.635261
Destroyed (>50%),,Metal,No Eaves,No Vents,Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,1979,,39.76893606,-121.5801569,14.48495668,4,2.454942
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.753799,-121.5797183,21.65409842,,3.309638
No Damage,,,,,,,,,,,1979,,39.75372655,-121.5799529,21.65409842,,2.847323
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1979,,39.77345498,-121.577773,27.9718905,3,10.678566
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.74703887,-121.5793132,31.39340363,,1.331013
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1979,,39.7827735,-121.577516,36.5548072,4,1.417108
Destroyed (>50%),,Metal,Enclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.78239654,-121.5772288,23.67728869,2,1.747216
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.78244448,-121.5774981,23.67728869,2,1.637295
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1979,,39.73585083,-121.6426367,36.9305026,,
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1979,,39.74414722,-121.5691981,36.87733796,3,10.178094
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.78123852,-121.5741684,22.43023577,1,10.206997
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1979,,39.76189314,-121.5729961,14.69776408,2,1.582164
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.76201769,-121.5730543,14.69776408,2,1.582164
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1979,,39.73571385,-121.6420883,20.13832345,,
Destroyed (>50%),,Asphalt,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73587063,-121.6422066,20.13832345,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1979,,39.74407749,-121.5736633,27.64765779,,11.087652
No Damage,,,,,,,,,,,1979,,39.70252914,-121.7661996,78.10891893,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Wood,No Deck/Porch,Non Combustible,Non Combustible,1979,,39.74032262,-121.5729433,28.48213064,1,9.505172
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Unknown,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,1979,,39.74378647,-121.571525,21.09173173,,2.325039
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73012738,-121.6474292,64.08569662,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1979,,39.73461101,-121.5721731,28.31757138,,2.616162
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.74460832,-121.5718161,22.55363123,4,1.643883
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,,39.73517702,-121.5716794,33.06863238,,20.368711
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.7299918,-121.6466754,43.52416393,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1979,,39.7346266,-121.6883875,47.14342809,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1979,,39.73423582,-121.6881721,47.14342809,,
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1979,,39.74574103,-121.6468695,65.7057058,,3.019431
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73108685,-121.6465441,5.796477019,,
Destroyed (>50%),,Asphalt,Unenclosed,Unscreened,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,1979,,39.73110545,-121.6464809,5.796477019,,
Minor (10-25%),,Asphalt,Enclosed,No Vents,Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,,39.74602508,-121.6461349,15.38535019,,2.750926
Major (26-50%),,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.7460728,-121.6459663,15.38535019,,0.563113
No Damage,,,,,,,,,,,1979,,39.74098159,-121.6476957,44.33436672,,
No Damage,,,,,,,,,,,1979,,39.74080804,-121.6481616,44.33436672,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73436908,-121.5781868,19.30820742,,2.374599
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73422336,-121.5780638,19.30820742,,2.374599
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,,39.74092278,-121.5711835,32.46697222,,1.622987
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Wood,No Deck/Porch,Unknown,Non Combustible,1979,,39.74022623,-121.6444863,16.14824699,,
Destroyed (>50%),,Asphalt,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.74031607,-121.6446345,16.14824699,,
No Damage,,,,,,,,,,,1979,,39.67542998,-121.541222,134.9571965,10,9.301197
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Combustible,Non Combustible,1979,,39.72844103,-121.654153,27.23856492,2,
Destroyed (>50%),,Metal,Unenclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Wood,Wood,Combustible,Non Combustible,1979,,39.73857072,-121.6368174,83.65350929,1,
