DAMAGE,ZIPCODE,ROOFCONSTR,EAVES,VENTSCREEN,EXTERIORSI,WINDOWPANE,DECKPORCHO,DECKPORCHE,PATIOCOVER,FENCEATTAC,YEARBUILT,FLAME,EMBER,LATITUDE,LONGITUDE,Distance,VSD
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62865307,-122.8352343,72.25557013,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1950,0.627042055,,38.6145603,-122.7720372,72.19194545,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1950,0.643824279,,38.6143012,-122.7718721,72.19194545,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1990,,,38.55699945,-122.7893621,71.37259119,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1990,,,38.557036,-122.7890008,71.37259119,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.5567223,-122.7865162,71.3138615,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.5566033,-122.7868451,71.3138615,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62793592,-122.8352038,71.2213215,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62822002,-122.8352176,70.6888415,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.56040445,-122.7940232,70.67873842,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1914,,,38.57373347,-122.7982778,70.67446434,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,4.160823345,,38.59803154,-122.7478095,70.62357608,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.556078,-122.7861919,70.62357608,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.55546715,-122.7868242,70.36349986,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.55573495,-122.7867621,70.36349986,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.5597051,-122.7912774,70.17148692,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.56091285,-122.7938948,70.17148692,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.56064935,-122.7938405,69.85050561,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62675014,-122.8376255,69.41513365,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.5605356,-122.7933245,69.07503522,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1959,3.058553934,,38.61023025,-122.7730302,69.07503522,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1959,1.263484359,,38.610163,-122.773353,68.78795289,0
No Damage,94515,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1868,,,38.64226982,-122.7026022,68.78795289,0
No Damage,94515,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1868,0.960989356,,38.64234523,-122.7029192,68.77292084,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.55592765,-122.7876308,67.49262371,0
Minor (10-25%),95492,Wood,Enclosed,No Vents,Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,1989,,,38.5557621,-122.7878844,67.48708546,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1957,,,38.6250128,-122.7707724,67.48708546,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62726057,-122.8457762,67.31649494,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.55643845,-122.788349,67.31649494,0
No Damage,95448,Asphalt,Unenclosed,Unknown,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,,38.64790727,-122.7806908,67.15291672,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1988,,1,38.5558059,-122.7862286,66.96940221,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2002,,,38.61564535,-122.8250846,66.96940221,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2002,,,38.61557493,-122.825387,66.8437631,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1966,,,38.66548731,-122.8045375,66.56189084,0
Destroyed (>50%),95411,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,2.988790274,,38.67564458,-122.7985501,65.77997336,0
Destroyed (>50%),95411,Asphalt,Unknown,Unknown,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,24.5925312,,38.67545934,-122.7983428,65.77997336,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.67425719,-122.7976176,65.61894711,0
Destroyed (>50%),95411,Metal,No Eaves,"Mesh Screen <= 1/8""",Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,1.517224073,,38.674468,-122.797456,65.61894711,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.55555735,-122.7862362,65.61757408,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.5553194,-122.7861691,65.3929119,0
No Damage,94515,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1980,,,38.62089682,-122.6805859,65.3929119,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1990,,,38.55657735,-122.7889448,65.31695494,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1990,,1,38.55655885,-122.7886363,65.19806774,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62722316,-122.837395,65.01487341,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62699808,-122.8375046,64.26901967,0
Affected (1-9%),95448,Asphalt,Unenclosed,No Vents,Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,2004,,,38.59199491,-122.8233816,63.55501489,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2004,,,38.59201751,-122.8230804,63.26211128,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1993,,,38.5610644,-122.795065,63.26211128,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1997,,,38.5619817,-122.7983137,63.08004165,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1992,,,38.56113635,-122.795353,62.28047906,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62968651,-122.8356928,62.28047906,0
No Damage,95448,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,,,1,38.63815772,-122.7832279,62.13623014,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,,,,38.63838096,-122.7833084,61.68967625,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62704425,-122.8456,61.68967625,0
Affected (1-9%),95492,Tile,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,1989,,,38.55896095,-122.7901158,61.59736808,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1997,,,38.56243285,-122.7983512,60.96348909,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1997,,,38.56221335,-122.7982609,60.96348909,0
