DAMAGE,ZIPCODE,ROOFCONSTR,EAVES,VENTSCREEN,EXTERIORSI,WINDOWPANE,DECKPORCHO,DECKPORCHE,PATIOCOVER,FENCEATTAC,YEARBUILT,FLAME,EMBER,LATITUDE,LONGITUDE,Distance,VSD
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.5592566,-122.7913326,51.9097805,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,,,38.6105711,-122.8476474,51.76661649,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.5587708,-122.7911624,51.76661649,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.55861985,-122.7912605,51.62116943,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.61099035,-122.8478693,51.19184704,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.5587862,-122.7905661,50.8559054,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.55888525,-122.7903942,50.8559054,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.6099075,-122.8472511,50.75715927,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.6109107,-122.8476461,50.50490755,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.6106617,-122.8451423,50.37640053,0
Destroyed (>50%),95492,Metal,No Eaves,Unscreened,Other,No Windows,Wood,Masonry/Concrete,No Patio Cover/Carport,No Fence,1946,2.059226274,,38.59627984,-122.8138838,50.37640053,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.55825175,-122.7909081,50.1046748,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.5580993,-122.7909859,50.02851823,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1990,,,38.5583953,-122.7917977,50.02851823,0
Minor (10-25%),95492,Tile,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1990,,,38.5585454,-122.7917146,49.93055422,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,0.665940225,,38.60473432,-122.7856216,49.93055422,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6270482,-122.83545,49.83921711,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,,,38.6110945,-122.8480392,49.83921711,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,,,38.61118125,-122.8478737,49.63781143,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.6100965,-122.8460685,49.46364358,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.6100796,-122.8472764,49.46364358,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.55891585,-122.7920936,49.31959003,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.55904765,-122.791991,49.31959003,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.55856955,-122.792273,48.51991297,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.5587149,-122.7922096,48.51991297,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.6101063,-122.8466737,48.50732596,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.6101396,-122.8474587,48.20804111,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1967,,,38.610259,-122.8466684,48.20804111,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.5584208,-122.7913663,47.43820303,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.55828385,-122.7914415,47.43820303,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.61033615,-122.8452547,47.37980716,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.61048445,-122.8452541,47.30172376,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.6103271,-122.8456606,47.18207638,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,,,38.61097205,-122.8456564,47.18207638,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1970,,,38.61034555,-122.845475,46.29863567,0
Affected (1-9%),,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1984,2.09209156,,38.59917822,-122.751322,46.29863567,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.6101056,-122.8468856,45.42588026,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.6102474,-122.846861,45.42588026,0
Destroyed (>50%),95433,Asphalt,Unknown,Unknown,Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1980,,,38.64178631,-122.7534341,44.70834733,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1969,,,38.6112488,-122.8468637,44.42120752,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.6112046,-122.8466909,44.42120752,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.6112391,-122.8474537,44.37234893,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1973,,,38.61119935,-122.8472797,44.36174893,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1966,,,38.6095984,-122.8472092,44.01860958,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.61080165,-122.8452544,44.01860958,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,,,38.6109413,-122.8452588,43.81400987,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.61080425,-122.8456589,43.81400987,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1973,,,38.6095181,-122.8477271,43.68536383,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.6095296,-122.8475523,43.68536383,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,,,38.6095689,-122.8473845,43.51412006,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.61048515,-122.8456576,43.51412006,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.6104904,-122.8454832,43.182394,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.63938995,-122.6805649,43.182394,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.61081595,-122.8460727,42.97343441,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.6106807,-122.8460562,42.97343441,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,,,38.61097395,-122.8474495,42.93852641,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.61100075,-122.8472803,42.85906121,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,,,38.61050955,-122.847281,42.23383813,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.6104988,-122.8474503,42.23383813,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1954,,,38.66033145,-122.7983546,42.19921152,0
Destroyed (>50%),95433,Asphalt,Unknown,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1935,,,38.6547242,-122.7242551,42.19921152,0
Major (26-50%),95433,Metal,Unenclosed,No Vents,Other,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1948,2.37598753,,38.64894709,-122.7240963,42.13667504,0
Destroyed (>50%),95433,Metal,Unknown,Unknown,Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,0.429006249,1,38.64098882,-122.7534262,42.13667504,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1.27622664,,38.64792434,-122.7810141,42.06585371,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,0.353848398,,38.64792247,-122.7811762,42.06585371,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62719108,-122.8353673,42.03343176,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62730637,-122.8353065,42.03343176,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.61048525,-122.8460356,41.58200927,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,,,38.61101245,-122.8468425,41.58200927,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1969,,,38.61101325,-122.846687,41.44003955,0
Destroyed (>50%),95433,Metal,Unknown,No Vents,Unknown,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1948,1.897080421,,38.6489295,-122.7239319,41.44003955,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1973,,,38.61045735,-122.8466957,41.26703209,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1973,,,38.61047855,-122.8468474,41.26703209,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1973,,,38.6098672,-122.8474573,40.6597118,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.60998755,-122.8474574,40.6597118,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,,,38.61028305,-122.8472832,40.47102997,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1973,,,38.61029575,-122.8474328,40.47102997,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2005,2.458991051,1,38.68055819,-122.8025806,40.25416018,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1973,,,38.61013395,-122.8462822,38.27581366,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,,,38.610249,-122.8462642,38.27581366,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1934,,,38.55122311,-122.7713673,37.85493251,0
Destroyed (>50%),95492,Metal,No Eaves,No Vents,Metal,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1972,1.296531677,,38.55120249,-122.7715121,37.85493251,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6269574,-122.8356255,37.76137778,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62686659,-122.8357138,37.76137778,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.6103649,-122.8460667,37.62312876,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.6102518,-122.8460503,37.62312876,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.61082305,-122.8454837,36.52862062,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1973,,,38.61093625,-122.8454762,36.32320267,0
No Damage,94515,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1980,,,38.62069353,-122.680757,36.06774043,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1980,,,38.62065438,-122.6808904,36.06774043,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1976,,,38.65112387,-122.8163726,34.77848369,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2002,,,38.65110224,-122.8162335,34.77848369,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1910,,,38.6280394,-122.6819215,34.6038951,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1990,,,38.63655189,-122.7998137,34.6021534,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1988,2.579345942,,38.68022859,-122.803267,34.6021534,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1982,1.740538716,1,38.68033256,-122.8032661,33.95189462,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.5740975,-122.7981412,33.95189462,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.57399448,-122.7981516,33.68897388,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1910,,,38.62801786,-122.6817832,33.68897388,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1910,,,38.62799857,-122.6816594,33.41073703,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,,,38.61107865,-122.846055,33.38849326,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.61098315,-122.8460581,33.38849326,0
Destroyed (>50%),95492,Metal,Unknown,Unscreened,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1945,2.125347614,1,38.5591011,-122.776001,33.28070697,0
Destroyed (>50%),95448,Asphalt,Unknown,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,1945,2.754866362,,38.55917101,-122.7760766,33.28070697,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62637745,-122.8361919,32.85335115,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62644999,-122.8361209,31.69513841,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62223463,-122.7838835,30.99142352,0
Destroyed (>50%),95433,Metal,Unknown,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,2002,2.873759031,,38.64203346,-122.7534103,30.99142352,0
Destroyed (>50%),95433,Metal,Unenclosed,Unknown,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,1.82847333,1,38.64264172,-122.7526863,30.51397526,0
Destroyed (>50%),95433,Asphalt,Unknown,Unknown,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,1.82847333,1,38.64265983,-122.7525877,30.51397526,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1949,,,38.64298105,-122.7771496,30.14979479,0
No Damage,,Asphalt,Unenclosed,Unknown,Stucco/Brick/Cement,Multi Pane,Composite,Wood,Combustible,No Fence,1949,,,38.64303231,-122.7770739,29.76642731,0
Destroyed (>50%),95433,Asphalt,Unknown,Unknown,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,0.603725553,,38.64127351,-122.7534055,29.76642731,0
Destroyed (>50%),95433,Asphalt,Unknown,Unknown,Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1980,0.603725553,,38.64111853,-122.7534168,28.90796944,0
Destroyed (>50%),95433,Asphalt,Unknown,Unknown,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,0.768415987,1,38.64119525,-122.7534112,28.90796944,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1970,,,38.6113941,-122.8481297,28.57654828,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1970,,,38.61132115,-122.8481203,28.57654828,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,3.889284372,,38.65627711,-122.7878699,28.53938877,0
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1997,,,38.66741011,-122.8076131,27.97290385,0
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1997,,,38.66736269,-122.8075518,27.97290385,0
Destroyed (>50%),95492,Asphalt,Unknown,Unknown,Wood,Single Pane,Unknown,No Deck/Porch,Combustible,No Fence,1976,,,38.64665573,-122.7782578,26.76015527,0
Destroyed (>50%),95448,Metal,Unknown,Unknown,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1989,1.328580379,,38.64668851,-122.7783263,26.76015527,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2014,1.590659261,,38.60071809,-122.7797059,26.69558661,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2016,2.743330717,,38.60075001,-122.7797696,26.69558661,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62900144,-122.8352469,26.48331997,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62894332,-122.8352448,26.48331997,0
Destroyed (>50%),95433,Metal,Unknown,Unknown,Wood,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1999,1.751584411,,38.6485173,-122.7390044,25.84063511,0
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1999,1.932210922,1,38.64852949,-122.7389352,24.57052767,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62658277,-122.8359911,24.57052767,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62662389,-122.8359509,23.4360259,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,10.63752937,5,38.5866329,-122.7471489,23.4360259,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.66869163,-122.8093875,22.91383286,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.66865727,-122.8093441,22.91383286,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.66886344,-122.8096048,22.76361535,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.66882908,-122.8095613,22.66545254,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62748142,-122.8352479,22.51085669,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62752683,-122.8352354,21.57933186,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1.339178205,,38.64790906,-122.7816085,21.57933186,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1.307902336,,38.64790799,-122.7816625,21.16798874,0
Destroyed (>50%),95433,Metal,Unknown,Unknown,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,2.4686656,,38.64141926,-122.7534013,21.16798874,0
Destroyed (>50%),95433,Asphalt,Unknown,Unknown,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,2.4686656,,38.6413799,-122.7533978,21.13918061,0
Destroyed (>50%),,Metal,Unenclosed,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1981,,,38.63340263,-122.7773169,20.58816068,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1981,,,38.633427,-122.7773504,20.58816068,0
Destroyed (>50%),95492,Concrete,Unknown,Unscreened,Stucco/Brick/Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,1.650565743,,38.59623603,-122.8140855,20.25740477,0
Destroyed (>50%),95433,Asphalt,Unknown,Unknown,Unknown,No Windows,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1980,,,38.64164376,-122.7534214,20.25740477,0
Destroyed (>50%),95433,Metal,Unknown,Unknown,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,2.648490906,2,38.6416204,-122.7534193,19.26794068,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1900,3.238055468,,38.65633442,-122.7876055,19.26794068,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.60460777,-122.7857472,18.86701702,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1900,3.039423943,1,38.6562982,-122.7877834,18.86701702,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1900,,,38.65630308,-122.7877634,18.59197197,0
Destroyed (>50%),95433,Metal,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,5.462496281,,38.64144371,-122.746257,17.61506454,0
Destroyed (>50%),95433,Metal,Unknown,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,0.32671988,,38.64144566,-122.7462707,17.61506454,0
Destroyed (>50%),95492,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Single Pane,Unknown,Unknown,Unknown,Unknown,1946,1.301994443,,38.59622783,-122.814125,17.615044,0
Destroyed (>50%),95492,Asphalt,Unknown,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,1.666047692,,38.59622555,-122.814136,17.615044,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.63617814,-122.7861562,17.06061374,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.63617242,-122.7861496,17.06061374,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1987,,,38.62263227,-122.8152331,16.91114488,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62690557,-122.8453637,16.91114488,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62690284,-122.8453583,16.7458901,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,0.729558587,,38.58668529,-122.7471733,16.70536861,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,0.729558587,,38.58668087,-122.7471712,16.70536861,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1987,,,38.62262852,-122.8152192,16.68707439,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1987,,,38.62262991,-122.8152248,16.68707439,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1950,,,38.62475068,-122.8348551,16.50650455,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1950,,,38.62474958,-122.8348524,15.74361347,0
